Time,Qboi_S.y,MeaData.y[1],T_exh_S.y,MeaData.y[3],boi.VLiq,boi.V,mFueFlo_S.y,MeaData.y[2],T_Ste_S.y,MeaData.y[4],boi.furHeaBal.eta_boi,boi.furHeaBal.per_exh
8812800,5531270.5,5679716,492.13068,509.7,20.80478,50,0.13599433,0.13872,448.52887,452.8,0.8367187,0.05369782
8813392,5520808.5,5668498.5,492.1032,509.5026,20.771093,50,0.13572693,0.13871342,448.52768,452.7342,0.83670634,0.053710163
8813700,5515334,5662668,492.07172,509.4,20.756813,50,0.13558796,0.13871,448.52698,452.7,0.83669406,0.053722434
8813700,5515334,5662668,492.07172,509.4,20.756813,50,0.13558796,0.13871,448.52698,452.7,0.83669406,0.053722434
8814254,5520151.5,5668156,492.0011,509.5232,20.730501,50,0.13571699,0.1386792,448.5274,452.5768,0.83666337,0.053753115
8814600,5523143.5,5671577,491.9472,509.6,20.71126,50,0.13579743,0.13866,448.52777,452.5,0.8366425,0.053774007
8814600,5523143.5,5671577,491.9472,509.6,20.71126,50,0.13579743,0.13866,448.52777,452.5,0.8366425,0.053774007
8815117,5546203.5,5696212.5,491.97815,509.887,20.677502,50,0.136389,0.13865426,448.53012,452.5,0.83665663,0.05375988
8815500,5563397,5714496,492.03656,510.1,20.647968,50,0.13682804,0.13865,448.53204,452.5,0.83667946,0.053737044
8815500,5563397,5714496,492.03656,510.1,20.647968,50,0.13682804,0.13865,448.53204,452.5,0.83667946,0.053737044
8815979,5550122,5700175.5,492.04828,510.1532,20.610239,50,0.1364848,0.13865532,448.53094,452.6064,0.8366879,0.05372859
8816400,5538398.5,5687578,492.0493,510.2,20.580019,50,0.13618286,0.13866,448.52963,452.7,0.83668816,0.05372832
8816400,5538398.5,5687578,492.0493,510.2,20.580019,50,0.13618286,0.13866,448.52963,452.7,0.83668816,0.05372832
8816841,5556653.5,5707216.5,492.06558,510.347,20.549906,50,0.13665296,0.1386747,448.53113,452.7,0.8366882,0.053728305
8817300,5575653.5,5727657,492.06555,510.5,20.518438,50,0.13714224,0.13869,448.53308,452.7,0.8366882,0.053728305
8817300,5575653.5,5727657,492.06555,510.5,20.518438,50,0.13714224,0.13869,448.53308,452.7,0.8366882,0.053728305
8817703,5577218.5,5729278.5,492.0685,510.5,20.490868,50,0.13718165,0.1387124,448.5335,452.6552,0.8366936,0.053722914
8818200,5579167.5,5731276,492.09384,510.5,20.457327,50,0.13723022,0.13874,448.5338,452.6,0.8367035,0.053713035
8818200,5579167.5,5731276,492.09384,510.5,20.457327,50,0.13723022,0.13874,448.5338,452.6,0.8367035,0.053713035
8818565,5546159,5695750.5,492.08084,510.3376,20.43502,50,0.13637976,0.13871564,448.53082,452.6,0.83670616,0.053710345
8819100,5497841.5,5643775,492.08142,510.1,20.410936,50,0.13513549,0.13868,448.5257,452.6,0.83670634,0.053710133
8819100,5497841.5,5643775,492.08142,510.1,20.410936,50,0.13513549,0.13868,448.5257,452.6,0.83670634,0.053710133
8819428,5511461.5,5658472,492.11252,510.1,20.39733,50,0.13548623,0.13867636,448.52643,452.6364,0.8367064,0.05371013
8820000,5535260,5684152,492.1126,510.1,20.362673,50,0.13609907,0.13867,448.529,452.7,0.8367064,0.05371013
8820000,5535260,5684152,492.1126,510.1,20.362673,50,0.13609907,0.13867,448.529,452.7,0.8367064,0.05371013
8820290,5536622,5685598,492.10388,510.0678,20.34208,50,0.13613415,0.13867965,448.52936,452.7322,0.8367064,0.05371013
8820900,5539490,5688643,492.10394,510,20.302504,50,0.136208,0.1387,448.5297,452.8,0.8367064,0.05371013
8820900,5539490,5688643,492.10394,510,20.302504,50,0.136208,0.1387,448.5297,452.8,0.8367064,0.05371013
8821152,5532139.5,5680774.5,492.09103,509.972,20.287144,50,0.13601914,0.1387196,448.52908,452.744,0.8367037,0.053712774
8821800,5513201.5,5660541,492.05902,509.9,20.246668,50,0.1355335,0.13877,448.52713,452.6,0.83669114,0.05372536
8821800,5513201.5,5660541,492.05902,509.9,20.246668,50,0.1355335,0.13877,448.52713,452.6,0.83669114,0.05372536
8822014,5520659.5,5668575,492.0663,509.8762,20.233309,50,0.13572593,0.13874143,448.52756,452.6476,0.8366888,0.05372766
8822700,5544581,5694297,492.06412,509.8,20.19385,50,0.13634206,0.13865,448.52997,452.8,0.8366882,0.053728297
8822700,5544581,5694297,492.06412,509.8,20.19385,50,0.13634206,0.13865,448.52997,452.8,0.8366882,0.053728297
8822876,5544198,5693865,492.05594,509.8196,20.18443,50,0.1363322,0.13866176,448.53006,452.7608,0.8366882,0.0537283
8823600,5542628,5692093,492.0554,509.9,20.147493,50,0.13629179,0.13871,448.52963,452.6,0.8366882,0.053728305
8823600,5542628,5692093,492.0554,509.9,20.147493,50,0.13629179,0.13871,448.52963,452.6,0.8366882,0.053728305
8823739,5546486.5,5696263,492.0616,509.9,20.140251,50,0.13639115,0.13871,448.52994,452.6,0.8366882,0.053728305
8824500,5567682,5719172,492.0624,509.9,20.08684,50,0.13693696,0.13871,448.5325,452.6,0.8366882,0.053728305
8824500,5567682,5719172,492.0624,509.9,20.08684,50,0.13693696,0.13871,448.5325,452.6,0.8366882,0.053728305
8824601,5558951.5,5709785,492.03928,509.9,20.07833,50,0.13671221,0.13870887,448.53214,452.6112,0.8366877,0.05372884
8825400,5489660.5,5635360,491.99844,509.9,20.02548,50,0.13493021,0.1387,448.5248,452.7,0.83667296,0.05374353
8825400,5489660.5,5635360,491.99844,509.9,20.02548,50,0.13493021,0.1387,448.5248,452.7,0.83667296,0.05374353
8825463,5497260.5,5643538.5,492.026,509.928,20.022284,50,0.1351261,0.1386993,448.52475,452.7,0.8366719,0.053744584
8826300,5598314,5752196,492.03708,510.3,19.95508,50,0.13772877,0.13869,448.5355,452.7,0.83667004,0.053746473
8826300,5598314,5752196,492.03708,510.3,19.95508,50,0.13772877,0.13869,448.5355,452.7,0.83667004,0.053746473
8826325,5595445,5749106,492.02634,510.2972,19.952354,50,0.13765487,0.13868944,448.53577,452.7028,0.83667004,0.053746443
8827187,5497353,5643390,492.0183,510.2014,19.888592,50,0.13512635,0.13867028,448.5259,452.7986,0.836685,0.0537315
8827200,5495920,5641845,492.01895,510.2,19.888092,50,0.13508941,0.13867,448.52576,452.8,0.83668524,0.053731248
8827200,5495920,5641845,492.01895,510.2,19.888092,50,0.13508941,0.13867,448.52576,452.8,0.83668524,0.053731248
8828050,5540935.5,5690280,492.0683,510.0112,19.84552,50,0.13624819,0.13870776,448.5295,452.7056,0.83668816,0.053728312
8828100,5543604.5,5693153,492.06833,510,19.842344,50,0.13631693,0.13871,448.5298,452.7,0.83668816,0.05372831
8828100,5543604.5,5693153,492.06833,510,19.842344,50,0.13631693,0.13871,448.5298,452.7,0.83668816,0.05372831
8828912,5538615.5,5687872.5,492.05444,510,19.787878,50,0.13618843,0.1387551,448.52957,452.6098,0.8366882,0.053728305
8829000,5538073.5,5687299,492.05444,510,19.78166,50,0.13617449,0.13876,448.5295,452.6,0.8366882,0.053728305
8829000,5538073.5,5687299,492.05444,510,19.78166,50,0.13617449,0.13876,448.5295,452.6,0.8366882,0.053728305
8829774,5537374,5686448.5,492.05566,510.086,19.728981,50,0.13615647,0.1387428,448.52942,452.686,0.8366882,0.053728305
8829900,5537260,5686310,492.05566,510.1,19.720804,50,0.13615353,0.13874,448.52942,452.7,0.8366882,0.053728305
8829900,5537260,5686310,492.05566,510.1,19.720804,50,0.13615353,0.13874,448.52942,452.7,0.8366882,0.053728305
8830636,5551042.5,5701035,492.08875,509.8546,19.67157,50,0.13650651,0.13873182,448.5308,452.4546,0.83670014,0.05371635
8830800,5554113.5,5704311,492.09726,509.8,19.660097,50,0.13658504,0.13873,448.53113,452.4,0.8367034,0.05371305
8830800,5554113.5,5704311,492.09726,509.8,19.660097,50,0.13658504,0.13873,448.53113,452.4,0.8367034,0.05371305
8831498,5537088.5,5686060.5,492.09702,509.8776,19.61393,50,0.13614616,0.13866016,448.52957,452.6328,0.83670634,0.053710148
8831700,5532169,5680792,492.09708,509.9,19.601849,50,0.13601947,0.13864,448.52905,452.7,0.83670634,0.053710133
8831700,5532169,5680792,492.09708,509.9,19.601849,50,0.13601947,0.13864,448.52905,452.7,0.83670634,0.053710133
8832361,5560350.5,5711051,492.1128,510.0468,19.556774,50,0.13674518,0.1387134,448.53162,452.7734,0.8367064,0.05371013
8832600,5570563,5722017,492.1128,510.1,19.537117,50,0.13700819,0.13874,448.53265,452.8,0.8367064,0.05371013
8832600,5570563,5722017,492.1128,510.1,19.537117,50,0.13700819,0.13874,448.53265,452.8,0.8367064,0.05371013
8833223,5563072,5714055.5,492.07736,510.1692,19.484562,50,0.13681684,0.13873307,448.53232,452.7308,0.8366967,0.053719822
8833500,5559729.5,5710512,492.06302,510.2,19.461903,50,0.13673168,0.13873,448.53204,452.7,0.83669114,0.053725388
8833500,5559729.5,5710512,492.06302,510.2,19.461903,50,0.13673168,0.13873,448.53204,452.7,0.83669114,0.053725388
8834085,5518258.5,5665926,492.03937,509.94,19.419811,50,0.1356642,0.1386975,448.52777,452.57,0.8366882,0.05372826
8834400,5495938,5641918,492.03912,509.8,19.401669,50,0.13508941,0.13868,448.5253,452.5,0.8366882,0.053728297
8834400,5495938,5641918,492.03912,509.8,19.401669,50,0.13508941,0.13868,448.5253,452.5,0.8366882,0.053728297
8834947,5540001,5689420.5,492.0561,509.8,19.368677,50,0.13622546,0.13866176,448.5291,452.6216,0.83668,0.053736474
8835300,5568398.5,5720047,492.03775,509.8,19.342453,50,0.13695791,0.13865,448.53217,452.7,0.83667296,0.05374356
8835300,5568398.5,5720047,492.03775,509.8,19.342453,50,0.13695791,0.13865,448.53217,452.7,0.83667296,0.05374356
8835809,5548723,5698792,492.01712,509.9132,19.304285,50,0.13645047,0.13869528,448.53076,452.7566,0.83667755,0.053738963
8836200,5533662.5,5682494,492.03687,510,19.278864,50,0.13606137,0.13873,448.5292,452.8,0.8366853,0.05373123
8836200,5533662.5,5682494,492.03687,510,19.278864,50,0.13606137,0.13873,448.5292,452.8,0.8366853,0.05373123
8836672,5537132.5,5686180.5,492.0722,510.0524,19.2501,50,0.13614917,0.1387562,448.52942,452.8,0.8366948,0.053721715
8837100,5540285,5689529,492.09454,510.1,19.223581,50,0.13622895,0.13878,448.52985,452.8,0.8367034,0.05371306
8837100,5540285,5689529,492.09454,510.1,19.223581,50,0.13622895,0.13878,448.52985,452.8,0.8367034,0.05371306
8837534,5528270.5,5676674.5,492.0564,509.9554,19.196795,50,0.135922,0.13875107,448.5286,452.6072,0.83668834,0.053728133
8838000,5515286.5,5662860,491.9855,509.8,19.168716,50,0.13559215,0.13872,448.527,452.4,0.8366607,0.05375584
8838000,5515286.5,5662860,491.9855,509.8,19.168716,50,0.13559215,0.13872,448.527,452.4,0.8366607,0.05375584
8838396,5523818.5,5672023.5,491.99176,509.888,19.145052,50,0.13581151,0.1386848,448.52774,452.532,0.8366628,0.05375366
8838900,5534783,5683686,492.04108,510,19.114346,50,0.1360907,0.13864,448.5291,452.7,0.8366823,0.053734154
8838900,5534783,5683686,492.04108,510,19.114346,50,0.1360907,0.13864,448.5291,452.7,0.8366823,0.053734154
8839258,5540579.5,5689902.5,492.05792,509.9602,19.091537,50,0.13623908,0.13869572,448.52972,452.6602,0.83668774,0.053728763
8839800,5549298.5,5699305,492.05963,509.9,19.054169,50,0.13646355,0.13878,448.53055,452.6,0.83668816,0.053728312
8839800,5549298.5,5699305,492.05963,509.9,19.054169,50,0.13646355,0.13878,448.53055,452.6,0.83668816,0.053728312
8840120,5548603.5,5698575,492.05542,509.9356,19.031805,50,0.13644566,0.13873371,448.53058,452.6,0.8366882,0.053728305
8840700,5547346.5,5697254,492.0554,510,18.994902,50,0.13641328,0.13865,448.53043,452.6,0.8366882,0.053728305
8840700,5547346.5,5697254,492.0554,510,18.994902,50,0.13641328,0.13865,448.53043,452.6,0.8366882,0.053728305
8840983,5545068,5694774,492.06027,510.0942,18.97747,50,0.13635409,0.13870025,448.53027,452.6628,0.8366914,0.053725135
8841600,5540122.5,5689356,492.09097,510.3,18.934935,50,0.13622475,0.13881,448.52994,452.8,0.8367034,0.053713057
8841600,5540122.5,5689356,492.09097,510.3,18.934935,50,0.13622475,0.13881,448.52994,452.8,0.8367034,0.053713057
8841845,5544164.5,5693700.5,492.10468,510.2456,18.917068,50,0.13632844,0.13876648,448.5302,452.7728,0.83670586,0.053710643
8842500,5554945,5705328,492.10666,510.1,18.871693,50,0.136606,0.13865,448.5312,452.7,0.83670634,0.053710133
8842500,5554945,5705328,492.10666,510.1,18.871693,50,0.136606,0.13865,448.5312,452.7,0.83670634,0.053710133
8842707,5546713.5,5696479,492.0939,510.054,18.85831,50,0.13639401,0.1386546,448.5306,452.746,0.83670634,0.05371013
8843400,5519154,5666853,492.09344,509.9,18.81896,50,0.13568431,0.13867,448.52774,452.9,0.8367064,0.05371013
8843400,5519154,5666853,492.09344,509.9,18.81896,50,0.13568431,0.13867,448.52774,452.9,0.8367064,0.05371013
8843569,5519848.5,5667589,492.10126,509.9564,18.810402,50,0.13570243,0.13868503,448.52756,452.9376,0.836705,0.05371149
8844300,5522799.5,5670769,492.06686,510.2,18.77257,50,0.13578066,0.13875,448.5278,453.1,0.83669114,0.053725366
8844300,5522799.5,5670769,492.06686,510.2,18.77257,50,0.13578066,0.13875,448.5278,453.1,0.83669114,0.053725366
8844431,5531761,5680426,492.07416,510.2438,18.765255,50,0.13601188,0.1387573,448.52844,453.0562,0.83668846,0.053728018
8845200,5584179.5,5736913,492.03482,510.5,18.704426,50,0.13736428,0.1388,448.53433,452.8,0.83667296,0.053743564
8845200,5584179.5,5736913,492.03482,510.5,18.704426,50,0.13736428,0.1388,448.53433,452.8,0.83667296,0.053743564
8845294,5604489,5758732,492.06433,510.7704,18.69551,50,0.1378867,0.1400168,448.5358,452.8208,0.83667666,0.053739816
8846100,5780333.5,5946711,492.46863,513.1,18.656416,50,0.14238746,0.1505,448.55478,453,0.83683896,0.053577553
8846100,5780333.5,5946711,492.46863,513.1,18.656416,50,0.14238746,0.1505,448.55478,453,0.83683896,0.053577553
8846156,5859133,6031354,492.658,513.8192,18.65616,50,0.14441401,0.15293412,448.55875,452.9938,0.83685267,0.05356382
8847000,7052440.5,7311920,493.48856,524.7,18.644125,50,0.1750737,0.18976,448.7068,452.9,0.83715487,0.053261608
8847000,7052440.5,7311920,493.48856,524.7,18.644125,50,0.1750737,0.18976,448.7068,452.9,0.83715487,0.053261608
8847018,7094775,7357366.5,493.53043,524.932,18.643667,50,0.17616187,0.1909414,448.7105,452.912,0.8371616,0.053254917
8847880,9123411,9534264,494.3852,536.0448,18.581665,50,0.22828533,0.24753046,449.02484,453.4868,0.83746856,0.052947912
8847900,9170016,9584255,494.40158,536.3,18.579254,50,0.22948232,0.24883,449.0331,453.5,0.83747554,0.05294095
8847900,9170016,9584255,494.40158,536.3,18.579254,50,0.22948232,0.24883,449.0331,453.5,0.83747554,0.05294095
8848742,1.030562e+07,10801788,494.7255,544.8176,18.40271,50,0.2586375,0.2743173,449.25266,454.1552,0.8376603,0.052756164
8848800,10383277,10885038,494.7547,545.4,18.385664,50,0.26063102,0.27606,449.26807,454.2,0.8376721,0.052744415
8848800,10383277,10885038,494.7547,545.4,18.385664,50,0.26063102,0.27606,449.26807,454.2,0.8376721,0.052744415
8849605,10570869,11085855,494.77734,547.5456,18.123411,50,0.26543635,0.2772669,449.3137,454.2,0.8377318,0.052684717
8849700,10593097,11109665,494.79227,547.8,18.090685,50,0.2660061,0.27741,449.3181,454.2,0.83773756,0.05267893
8849700,10593097,11109665,494.79227,547.8,18.090685,50,0.2660061,0.27741,449.3181,454.2,0.83773756,0.05267893
8850467,10605543,11122688,494.81598,548.9928,17.822008,50,0.2663202,0.2768562,449.32275,454.3704,0.83775604,0.05266044
8850600,10607698,1.112495e+07,494.82294,549.2,17.774734,50,0.26637477,0.27676,449.3233,454.4,0.8377587,0.05265775
8850600,10607698,1.112495e+07,494.82294,549.2,17.774734,50,0.26637477,0.27676,449.3233,454.4,0.8377587,0.05265775
8851329,9925712,10393726,494.4761,547.337,17.522875,50,0.24886447,0.2533348,449.19138,453.752,0.83766836,0.052748114
8851500,9765731,10222204,494.4123,546.9,17.467451,50,0.24475712,0.24784,449.1601,453.6,0.8376444,0.05277209
8851500,9765731,10222204,494.4123,546.9,17.467451,50,0.24475712,0.24784,449.1601,453.6,0.8376444,0.05277209
8852191,9511352,9949647,494.32587,544.7496,17.263884,50,0.238232,0.244,449.1089,453.4464,0.83758396,0.052832544
8852400,9434533,9867312,494.28207,544.1,17.208395,50,0.23626088,0.24284,449.09494,453.4,0.83756715,0.052849352
8852400,9434533,9867312,494.28207,544.1,17.208395,50,0.23626088,0.24284,449.09494,453.4,0.83756715,0.052849352
8853053,9399094,9829434,494.27377,543.374,17.037703,50,0.2353545,0.24277467,449.08688,453.763,0.8375489,0.05286758
8853300,9385742,9815139,494.2609,543.1,16.971746,50,0.23501241,0.24275,449.0847,453.9,0.83754396,0.052872557
8853300,9385742,9815139,494.2609,543.1,16.971746,50,0.23501241,0.24275,449.0847,453.9,0.83754396,0.052872557
8853916,9182630,9597125,494.1898,542.5528,16.808502,50,0.2297913,0.2359784,449.04987,453.9,0.83753157,0.05288495
8854200,9088797,9496405,494.17453,542.3,16.735493,50,0.2273792,0.23285,449.03314,453.9,0.83752584,0.052890673
8854200,9088797,9496405,494.17453,542.3,16.735493,50,0.2273792,0.23285,449.03314,453.9,0.83752584,0.052890673
8854778,8947830,9344984,494.18027,541.9148,16.591816,50,0.22375357,0.230282,449.0082,453.7074,0.83752406,0.052892424
8855100,8869234,9260547,494.17996,541.7,16.514156,50,0.2217318,0.22885,448.9948,453.6,0.83752406,0.052892424
8855100,8869234,9260547,494.17996,541.7,16.514156,50,0.2217318,0.22885,448.9948,453.6,0.83752406,0.052892424
8855640,8592229,8963356,494.05093,540.2,16.380293,50,0.21461557,0.218986,448.94946,453.36,0.8374879,0.052928645
8856000,8407528,8765229,493.9747,539.2,16.285814,50,0.20987141,0.21241,448.91895,453.2,0.83745897,0.05295753
8856000,8407528,8765229,493.9747,539.2,16.285814,50,0.20987141,0.21241,448.91895,453.2,0.83745897,0.05295753
8856502,8081185.5,8414873,493.86545,537.9166,16.159788,50,0.20148367,0.20573074,448.8684,453.2558,0.8374269,0.052989606
8856900,7822718.5,8137351,493.80045,536.9,16.073313,50,0.1948396,0.20044,448.8292,453.3,0.837403,0.053013507
8856900,7822718.5,8137351,493.80045,536.9,16.073313,50,0.1948396,0.20044,448.8292,453.3,0.837403,0.053013507
8857364,7395858,7679323.5,493.57413,534.4748,15.984378,50,0.18387297,0.18817984,448.76718,453.5064,0.83733165,0.053084824
8857800,6995452,7249701,493.3651,532.2,15.91083,50,0.17358643,0.17668,448.7109,453.7,0.83725375,0.05316274
8857800,6995452,7249701,493.3651,532.2,15.91083,50,0.17358643,0.17668,448.7109,453.7,0.83725375,0.05316274
8858227,6456592,6671763,492.93317,525.0426,15.839803,50,0.15974733,0.15845944,448.64087,453.3682,0.8371093,0.053307183
8858700,5858678,6030423,492.43268,517.1,15.751764,50,0.14439003,0.13824,448.56903,453,0.83692366,0.053492844
8858700,5858678,6030423,492.43268,517.1,15.751764,50,0.14439003,0.13824,448.56903,453,0.83692366,0.053492844
8859089,5623890,5778768,492.25305,513.0392,15.686896,50,0.13836503,0.13539743,448.53958,453,0.8368059,0.053610638
8859600,5315424.5,5447888,491.90164,507.7,15.638708,50,0.13044329,0.13166,448.5073,453,0.83667284,0.05374367
8859600,5315424.5,5447888,491.90164,507.7,15.638708,50,0.13044329,0.13166,448.5073,453,0.83667284,0.05374367
8859951,5308812.5,5441092.5,491.90634,506.998,15.620739,50,0.1302799,0.1316327,448.50378,452.961,0.8366287,0.053787846
8860500,5298738.5,5430464,491.8379,505.9,15.592911,50,0.13002434,0.13159,448.50308,452.9,0.8366035,0.053812966
8860500,5298738.5,5430464,491.8379,505.9,15.592911,50,0.13002434,0.13159,448.50308,452.9,0.8366035,0.053812966
8860813,5293101.5,5424425,491.8196,505.7956,15.577274,50,0.12988001,0.13163523,448.50272,452.9,0.83659804,0.05381844
8861400,5282598,5413110,491.81683,505.6,15.548854,50,0.12960958,0.13172,448.502,452.9,0.8365973,0.05381917
8861400,5282598,5413110,491.81683,505.6,15.548854,50,0.12960958,0.13172,448.502,452.9,0.8365973,0.05381917
8861675,5274122,5403936,491.82498,505.6306,15.536344,50,0.12939036,0.1317353,448.50134,452.8388,0.8366032,0.053813267
8862300,5254963,5383129,491.88638,505.7,15.512339,50,0.12889318,0.13177,448.49963,452.7,0.8366275,0.05378901
8862300,5254963,5383129,491.88638,505.7,15.512339,50,0.12889318,0.13177,448.49963,452.7,0.8366275,0.05378901
8862538,5266201.5,5395177.5,491.92188,505.7,15.503515,50,0.12918185,0.13175416,448.50043,452.7,0.83663243,0.053784076
8863200,5297458,5428767,491.92664,505.7,15.468928,50,0.12998663,0.13171,448.50375,452.7,0.8366337,0.053782843
8863200,5297458,5428767,491.92664,505.7,15.468928,50,0.12998663,0.13171,448.50375,452.7,0.8366337,0.053782843
8863400,5286577.5,5417070,491.89923,505.7222,15.456755,50,0.12970668,0.13172553,448.5032,452.6778,0.8366319,0.053784586
8864100,5248403.5,5376077,491.8651,505.8,15.423399,50,0.1287256,0.13178,448.49945,452.6,0.8366186,0.05379791
8864100,5248403.5,5376077,491.8651,505.8,15.423399,50,0.1287256,0.13178,448.49945,452.6,0.8366186,0.05379791
8864262,5256523.5,5384814,491.88873,505.836,15.416887,50,0.12893449,0.1317692,448.4998,452.618,0.83662015,0.05379632
8865000,5293718,5424615,491.98996,506,15.372586,50,0.12988609,0.13172,448.50385,452.7,0.8366608,0.053755693
8865000,5293718,5424615,491.98996,506,15.372586,50,0.12988609,0.13172,448.50385,452.7,0.8366608,0.053755693
8865124,5287697,5418119,491.98172,505.9724,15.363367,50,0.12973057,0.13172413,448.5037,452.7,0.8366638,0.053752728
8865900,5249741.5,5377541,491.8875,505.8,15.321962,50,0.12875912,0.13175,448.49954,452.7,0.83662474,0.05379175
8865900,5249741.5,5377541,491.8875,505.8,15.321962,50,0.12875912,0.13175,448.49954,452.7,0.83662474,0.05379175
8865986,5251874.5,5379856.5,491.88943,505.8,15.318882,50,0.12881462,0.13175,448.49942,452.7,0.83662105,0.053795446
8866800,5272225.5,5401662,491.91086,505.8,15.282459,50,0.12933727,0.13175,448.5016,452.7,0.8366306,0.053785894
8866800,5272225.5,5401662,491.91086,505.8,15.282459,50,0.12933727,0.13175,448.5016,452.7,0.8366306,0.053785894
8866849,5271826,5401233.5,491.90936,505.8054,15.279881,50,0.12932687,0.13174838,448.50165,452.7,0.83663136,0.053785156
8867700,5264671,5393724,491.87653,505.9,15.238388,50,0.12914455,0.13172,448.5011,452.7,0.8366186,0.053797927
8867700,5264671,5393724,491.87653,505.9,15.238388,50,0.12914455,0.13172,448.5011,452.7,0.8366186,0.053797927
8867711,5264417.5,5393453,491.87585,505.9024,15.237907,50,0.12913807,0.13172036,448.5011,452.7,0.83661836,0.053798147
8868573,5244124,5371813.5,491.79236,506.094,15.199621,50,0.12862033,0.1317491,448.4992,452.7,0.8365864,0.053830065
8868600,5243488,5371136,491.78955,506.1,15.198425,50,0.12860411,0.13175,448.49915,452.7,0.83658534,0.053831156
8868600,5243488,5371136,491.78955,506.1,15.198425,50,0.12860411,0.13175,448.49915,452.7,0.83658534,0.053831156
8869435,5269799,5399353.5,491.81522,506.0072,15.16045,50,0.1292806,0.1318428,448.50137,452.7,0.836593,0.05382355
8869500,5271845,5401543,491.81854,506,15.157415,50,0.12933308,0.13185,448.50156,452.7,0.8365942,0.053822253
8869500,5271845,5401543,491.81854,506,15.157415,50,0.12933308,0.13185,448.50156,452.7,0.8365942,0.053822253
8870297,5284677.5,5415499.5,491.76285,505.9114,15.114638,50,0.12966715,0.13169938,448.503,452.7,0.8365712,0.053845264
8870400,5286321.5,5417295,491.75223,505.9,15.108345,50,0.12971012,0.13168,448.50317,452.7,0.8365671,0.05384939
8870400,5286321.5,5417295,491.75223,505.9,15.108345,50,0.12971012,0.13168,448.50317,452.7,0.8365671,0.05384939
8871160,5288217.5,5419120.5,491.78647,505.9844,15.0639925,50,0.1297561,0.1318066,448.50342,452.7,0.8365856,0.05383094
8871300,5288581,5419458,491.80093,506,15.056464,50,0.12976459,0.13183,448.50345,452.7,0.8365912,0.053825315
8871300,5288581,5419458,491.80093,506,15.056464,50,0.12976459,0.13183,448.50345,452.7,0.8365912,0.053825315
8872022,5309621.5,5442133,491.8282,505.9198,15.013938,50,0.13030554,0.13181396,448.50543,452.5396,0.83659726,0.053819228
8872200,5314807,5447731,491.8283,505.9,15.002047,50,0.1304391,0.13181,448.50595,452.5,0.8365973,0.053819194
8872200,5314807,5447731,491.8283,505.9,15.002047,50,0.1304391,0.13181,448.50595,452.5,0.8365973,0.053819194
8872884,5262583.5,5391302.5,491.87808,505.824,14.96158,50,0.12908909,0.1317492,448.50134,452.424,0.83662957,0.053786915
8873100,5246107.5,5373483,491.91144,505.8,14.951508,50,0.12866277,0.13173,448.49976,452.4,0.83664256,0.05377393
8873100,5246107.5,5373483,491.91144,505.8,14.951508,50,0.12866277,0.13173,448.49976,452.4,0.83664256,0.05377393
8873746,5282424,5412691,491.90546,506.0154,14.916951,50,0.12960127,0.13177308,448.50284,452.6154,0.8366217,0.05379478
8874000,5296644.5,5428090,491.86636,506.1,14.899716,50,0.12996988,0.13179,448.50433,452.7,0.8366065,0.053809986
8874000,5296644.5,5428090,491.86636,506.1,14.899716,50,0.12996988,0.13179,448.50433,452.7,0.8366065,0.053809986
8874608,5268495,5397788.5,491.83176,506.1,14.864423,50,0.12924486,0.13179,448.50174,452.5648,0.83660674,0.05380978
8874900,5255036.5,5383265,491.84622,506.1,14.853823,50,0.12889737,0.13179,448.50024,452.5,0.8366124,0.053804073
8874900,5255036.5,5383265,491.84622,506.1,14.853823,50,0.12889737,0.13179,448.50024,452.5,0.8366124,0.053804073
8875471,5257942.5,5386418,491.86914,506.0366,14.832659,50,0.12897174,0.13180903,448.50055,452.6268,0.83661544,0.05380107
8875800,5259610,5388238,491.86935,506,14.816075,50,0.12901467,0.13182,448.50092,452.7,0.8366155,0.05380101
8875800,5259610,5388238,491.86935,506,14.816075,50,0.12901467,0.13182,448.50092,452.7,0.8366155,0.05380101
8876333,5266208.5,5395362,491.85364,506,14.785904,50,0.12918581,0.13175488,448.50146,452.6408,0.83660775,0.053808756
8876700,5270743.5,5400272,491.83478,506,14.764351,50,0.12930375,0.13171,448.50186,452.6,0.8366004,0.053816095
8876700,5270743.5,5400272,491.83478,506,14.764351,50,0.12930375,0.13171,448.50186,452.6,0.8366004,0.053816095
8877195,5275646.5,5405577,491.82407,506,14.73491,50,0.12943049,0.131776,448.5023,452.6,0.83659744,0.05381907
8877600,5279671.5,5409917,491.8237,506,14.710889,50,0.12953417,0.13183,448.50262,452.6,0.8365973,0.053819172
8877600,5279671.5,5409917,491.8237,506,14.710889,50,0.12953417,0.13183,448.50262,452.6,0.8365973,0.053819172
8878057,5243839,5371274.5,491.8432,506.508,14.692791,50,0.12860838,0.13344544,448.49994,452.6,0.83661616,0.053800356
8878500,5209181.5,5333849,491.91058,507,14.692991,50,0.12771176,0.13501,448.497,452.6,0.8366425,0.053773995
8878500,5209181.5,5333849,491.91058,507,14.692991,50,0.12771176,0.13501,448.497,452.6,0.8366425,0.053773995
8878919,5363038,5499177,492.07376,508.2582,14.692359,50,0.131671,0.13673887,448.51,452.6932,0.8366625,0.053754028
8879400,5539337,5688630,492.1222,509.7,14.667541,50,0.136208,0.13872,448.52795,452.8,0.83668226,0.05373424
